lane_id,origin_country,destination_plant_id,mode,period,avg_lead_time_days,risk_score,cost_index
LANE-010689,Vietnam,P5,Ocean,2026-07,29,Medium,0.82
LANE-007564,South Korea,P2,Truck,2026-06,4,Low,1.05
LANE-013251,Spain,P2,Ocean,2025-07,26,Medium,0.79
LANE-010493,Vietnam,P3,Truck,2026-09,4,Medium,1.08
LANE-008982,Italy,P7,Rail,2025-06,15,High,0.76
LANE-015797,Thailand,P10,Ocean,2025-01,29,Low,0.59
LANE-013189,Spain,P1,Ocean,2025-11,29,Low,0.46
LANE-007654,South Korea,P3,Truck,2026-08,4,Low,1.18
LANE-009309,Italy,P12,Truck,2025-03,6,High,1.37
LANE-014201,Czech Republic,P2,Rail,2025-11,12,Low,0.68
LANE-009288,Italy,P11,Ocean,2025-04,27,Low,
LANE-016722,United Kingdom,P9,Air,2025-02,3,Medium,3.35
LANE-009594,Turkey,P3,Ocean,2025-02,30,Low,0.59
LANE-005032,Poland,P6,Ocean,2026-04,15,High,
LANE-016472,United Kingdom,P6,Ocean,2026-04,25,Low,0.5
LANE-006362,Brazil,P11,Rail,2025-04,10,Low,1.13
LANE-005684,Brazil,P3,Truck,2025-08,4,Low,1.32
LANE-000264,United States,P4,Ocean,2026-10,23,Low,0.73
LANE-008369,South Korea,P11,Air,2025-09,2,Medium,2.3
LANE-010284,Turkey,P12,Rail,2025-10,8,Low,0.71
LANE-005090,Poland,P7,Ocean,2025-08,21,Low,0.47
LANE-000609,United States,P9,Truck,2026-03,4,Low,0.9
LANE-002043,Germany,P3,Ocean,2026-07,28,Medium,0.57
LANE-009842,Turkey,P6,Ocean,2025-08,25,Low,0.46
LANE-005618,Brazil,P2,Rail,2025-08,10,Low,1.17
LANE-009781,Turkey,P5,Air,2026-01,2,High,3.25
LANE-006041,Brazil,P7,Rail,2026-01,7,Low,0.95
LANE-015893,Thailand,P11,Air,2025-09,2,Medium,
LANE-012157,Canada,P12,Truck,2026-01,3,High,1.26
LANE-003810,India,P3,Rail,2025-04,11,Low,1.26
LANE-006459,Brazil,P12,Ocean,2026-01,25,Low,0.87
LANE-011073,Vietnam,P10,Air,2025-07,2,Low,
LANE-006132,Brazil,P8,Ocean,2026-04,26,Low,0.47
LANE-008632,Italy,P3,Truck,2025-08,5,Low,1.28
LANE-005772,Brazil,P4,Truck,2025-08,5,High,0.88
LANE-012315,France,P1,Air,2026-05,2,Medium,2.25
LANE-004500,India,P12,Rail,2025-12,12,Medium,0.82
LANE-003683,India,P1,Ocean,2025-09,25,Low,0.49
LANE-015234,Thailand,P3,Ocean,2025-10,23,Low,0.45
LANE-002417,Germany,P9,Truck,2026-07,4,Medium,1.33
LANE-012912,France,P9,Ocean,2026-08,25,Low,0.51
LANE-002009,Germany,P3,Rail,2025-07,9,Low,1.05
LANE-012344,France,P2,Rail,2025-02,11,Low,0.76
LANE-001665,Mexico,P10,Air,2026-03,2,Low,2.58
LANE-011975,Canada,P10,Truck,2025-07,5,Medium,1.28
LANE-002234,Germany,P6,Ocean,2025-12,24,High,0.48
LANE-015212,Thailand,P3,Rail,2025-10,9,Low,0.72
LANE-011801,Canada,P8,Truck,2025-09,4,Medium,1.06
LANE-014381,Czech Republic,P4,Ocean,2026-03,27,High,0.85
LANE-014291,Czech Republic,P3,Rail,2026-01,12,Medium,1.16
LANE-007015,Japan,P7,Truck,2026-07,4,Medium,1.53
LANE-009464,Turkey,P2,Truck,2025-04,5,Medium,1.33
LANE-010029,Turkey,P9,Truck,2026-07,5,High,1.49
LANE-003458,China,P10,Rail,2025-04,14,Low,1.04
LANE-000510,United States,P7,Air,2025-04,2,Medium,2.22
LANE-001479,Mexico,P8,Air,2025-05,3,Low,3.8
LANE-016086,United Kingdom,P2,Truck,2025-04,6,Low,1.29
LANE-002084,Germany,P4,Rail,2026-04,12,Low,1.01
LANE-007810,South Korea,P5,Truck,2026-10,4,Low,1.03
LANE-008824,Italy,P5,Ocean,2025-02,20,High,0.65
LANE-010287,Turkey,P12,Rail,2026-01,14,Low,0.67
LANE-012172,Canada,P12,Rail,2025-06,10,Low,0.88
LANE-001600,Mexico,P10,Truck,2026-04,5,Low,1.22
LANE-007609,South Korea,P2,Ocean,2026-07,36,Low,0.74
LANE-010149,Turkey,P10,Air,2025-07,2,Low,
LANE-015970,Thailand,P12,Ocean,2026-08,29,Medium,0.78
LANE-003483,China,P10,Ocean,2025-07,27,Low,0.72
LANE-005503,Brazil,P1,Truck,2025-03,3,Low,1.1
LANE-012924,France,P9,Air,2025-10,3,Medium,2.43
LANE-008356,South Korea,P11,Ocean,2026-06,31,Low,0.54
LANE-014536,Czech Republic,P6,Ocean,2026-04,29,Medium,0.77
LANE-007254,Japan,P10,Truck,2026-04,4,High,1.41
LANE-001870,Germany,P1,Rail,2026-10,12,Low,0.87
LANE-009553,Turkey,P3,Truck,2025-05,6,Medium,0.82
LANE-008320,South Korea,P11,Rail,2025-04,12,Medium,1.05
LANE-005532,Brazil,P1,Rail,2025-10,11,Medium,0.8
LANE-004810,Poland,P4,Truck,2026-02,5,Medium,1.52
LANE-012269,France,P1,Rail,2026-03,13,Low,
LANE-016659,United Kingdom,P9,Truck,2025-05,5,Medium,1.47
LANE-006939,Japan,P6,Rail,2025-09,12,Medium,0.97
LANE-006877,Japan,P5,Ocean,2026-01,27,Low,0.79
LANE-000140,United States,P3,Rail,2025-08,10,Medium,0.96
LANE-007145,Japan,P8,Ocean,2026-05,23,Low,0.57
LANE-001628,Mexico,P10,Rail,2026-10,12,Medium,0.92
LANE-014864,Czech Republic,P10,Ocean,2026-02,22,Medium,0.57
LANE-012430,France,P3,Rail,2026-10,12,High,0.75
LANE-001789,Mexico,P12,Rail,2025-07,12,High,1.09
LANE-000606,United States,P9,Truck,2025-12,5,Low,1.14
LANE-016801,United Kingdom,P10,Ocean,2026-03,28,Low,
LANE-015658,Thailand,P8,Air,2026-04,2,Low,2.69
LANE-002320,Germany,P8,Truck,2025-10,5,Medium,0.9
LANE-007411,Japan,P12,Truck,2026-07,6,Medium,1.25
LANE-006529,Japan,P1,Rail,2026-05,9,Low,0.74
LANE-008085,South Korea,P8,Ocean,2025-11,32,Low,0.68
LANE-015020,Czech Republic,P12,Ocean,2026-04,29,Low,0.5
LANE-006989,Japan,P6,Air,2026-03,3,Medium,3.17
LANE-010362,Vietnam,P1,Rail,2026-10,12,Low,0.78
LANE-015794,Thailand,P10,Rail,2026-08,12,High,1.26
LANE-003758,India,P2,Rail,2026-06,11,Low,0.88
LANE-007536,South Korea,P1,Ocean,2025-12,23,Low,0.58
LANE-011978,Canada,P10,Truck,2025-10,4,Medium,1.49
LANE-001335,Mexico,P6,Air,2026-03,3,Low,3.3
LANE-012085,Canada,P11,Rail,2025-07,13,Low,0.95
LANE-007580,South Korea,P2,Rail,2025-12,12,Low,0.84
LANE-008441,South Korea,P12,Ocean,2026-03,29,Low,0.76
LANE-006374,Brazil,P11,Rail,2026-04,11,Low,1.17
LANE-014374,Czech Republic,P4,Ocean,2025-08,27,High,0.6
LANE-002976,China,P4,Rail,2025-06,14,Medium,1.05
LANE-001874,Germany,P1,Ocean,2025-04,33,Low,0.46
LANE-004352,India,P10,Rail,2026-06,11,Low,1.08
LANE-015807,Thailand,P10,Ocean,2025-11,27,Low,0.5
LANE-016093,United Kingdom,P2,Truck,2025-11,4,Low,1.27
LANE-015716,Thailand,P9,Ocean,2025-08,24,High,0.5
LANE-005518,Brazil,P1,Truck,2026-06,5,Low,1.43
LANE-013624,Spain,P7,Truck,2025-06,4,Medium,0.98
LANE-005500,Poland,P12,Air,2026-10,2,Low,2.81
LANE-013507,Spain,P5,Rail,2026-09,9,Low,0.69
LANE-016961,United Kingdom,P12,Ocean,2026-09,29,Low,0.85
LANE-015098,Thailand,P1,Ocean,2025-06,21,High,0.51
LANE-013159,Spain,P1,Rail,2025-03,8,Medium,0.65
LANE-010186,Turkey,P11,Truck,2026-10,4,Low,
LANE-002509,Germany,P10,Ocean,2025-01,23,Low,0.8
LANE-010226,Turkey,P11,Ocean,2026-06,25,Low,
LANE-000462,United States,P7,Truck,2026-10,6,High,1.52
LANE-016344,United Kingdom,P5,Truck,2026-08,4,Low,0.95
LANE-006599,Japan,P2,Truck,2026-09,6,Medium,0.92
LANE-001694,Mexico,P11,Truck,2026-10,6,Low,1.51
LANE-009574,Turkey,P3,Rail,2025-04,10,Low,0.81
LANE-011546,Canada,P4,Air,2026-06,2,Low,3.21
LANE-006581,Japan,P2,Truck,2025-03,5,Medium,0.82
LANE-009598,Turkey,P3,Ocean,2025-06,34,Low,0.55
LANE-002045,Germany,P3,Ocean,2026-09,29,Medium,0.84
LANE-015777,Thailand,P10,Rail,2025-03,12,High,0.72
LANE-007159,Japan,P8,Air,2025-09,1,High,2.62
LANE-010585,Vietnam,P4,Ocean,2025-03,20,Low,0.83
LANE-010970,Vietnam,P9,Rail,2026-02,15,Medium,1.12
LANE-008415,South Korea,P12,Rail,2025-11,8,Low,0.71
LANE-004587,Poland,P1,Rail,2025-11,12,High,0.84
LANE-003959,India,P5,Rail,2026-09,11,Medium,0.87
LANE-001960,Germany,P2,Ocean,2025-02,31,Low,0.77
LANE-005362,Poland,P11,Rail,2026-04,13,High,1.23
LANE-016936,United Kingdom,P12,Rail,2026-06,16,Medium,0.71
LANE-006819,Japan,P4,Air,2026-09,3,Low,3.68
LANE-004593,Poland,P1,Rail,2026-05,12,High,0.68
LANE-016272,United Kingdom,P4,Rail,2026-02,14,Low,0.82
LANE-010459,Vietnam,P2,Ocean,2025-09,27,Low,0.53
LANE-008493,Italy,P1,Rail,2025-01,12,Low,1.09
LANE-009561,Turkey,P3,Truck,2026-01,5,Medium,1.38
LANE-014005,Spain,P12,Truck,2026-01,5,High,1.57
LANE-000253,United States,P4,Ocean,2025-11,30,Low,0.47
LANE-007141,Japan,P8,Ocean,2026-01,25,Low,0.63
LANE-003647,India,P1,Truck,2026-05,5,Medium,1.58
LANE-002866,China,P3,Truck,2025-06,4,High,
LANE-006749,Japan,P4,Truck,2026-05,4,Low,1.01
LANE-004027,India,P6,Rail,2025-01,10,Medium,1.14
LANE-006128,Brazil,P8,Ocean,2025-12,32,Low,0.68
LANE-005807,Brazil,P4,Rail,2026-09,9,Low,0.92
LANE-008323,South Korea,P11,Rail,2025-07,10,Medium,0.9
LANE-003425,China,P9,Ocean,2026-03,32,Low,0.66
LANE-014715,Czech Republic,P8,Air,2026-07,2,Medium,2.75
LANE-008001,South Korea,P7,Rail,2026-03,10,Low,1.0
LANE-005893,Brazil,P5,Ocean,2026-07,31,Low,0.87
LANE-009727,Turkey,P5,Rail,2025-03,12,Medium,0.64
LANE-009455,Turkey,P1,Air,2026-05,3,High,3.87
LANE-012214,Canada,P12,Air,2025-04,2,Medium,3.99
LANE-016274,United Kingdom,P4,Rail,2026-04,12,Low,0.93
LANE-002247,Germany,P7,Truck,2025-03,5,High,1.36
LANE-012794,France,P8,Rail,2025-12,14,Medium,1.27
LANE-011635,Canada,P5,Air,2026-07,2,Low,3.59
LANE-010283,Turkey,P12,Rail,2025-09,11,Low,1.01
LANE-009989,Turkey,P8,Ocean,2025-01,28,Medium,0.71
LANE-013185,Spain,P1,Ocean,2025-07,24,Low,0.55
LANE-007008,Japan,P7,Truck,2025-12,5,Medium,1.25
LANE-016177,United Kingdom,P3,Rail,2025-07,12,Low,0.84
LANE-001023,Mexico,P2,Air,2025-11,2,Low,2.48
LANE-001762,Mexico,P12,Truck,2025-02,4,High,1.51
LANE-012235,France,P1,Truck,2025-03,3,Medium,1.2
LANE-011494,Canada,P4,Rail,2025-10,9,Medium,1.11
LANE-012588,France,P5,Ocean,2025-04,29,Low,0.75
LANE-014205,Czech Republic,P2,Rail,2026-03,10,Low,0.91
LANE-012624,France,P6,Truck,2026-06,4,Medium,1.25
LANE-013061,France,P11,Ocean,2026-03,32,Medium,0.52
LANE-015845,Thailand,P11,Rail,2025-05,13,Low,0.97
LANE-008408,South Korea,P12,Rail,2025-04,8,Low,1.26
LANE-012207,Canada,P12,Ocean,2026-07,30,Medium,0.58
LANE-009278,Italy,P11,Rail,2026-04,14,Low,1.24
LANE-004388,India,P10,Air,2025-10,2,Medium,2.28
LANE-012117,Canada,P11,Ocean,2026-05,34,Low,0.68
LANE-003052,China,P5,Truck,2026-04,6,Low,1.13
LANE-006786,Japan,P4,Ocean,2025-10,30,Low,0.76
LANE-012502,France,P4,Rail,2025-06,5,Low,1.23
LANE-016656,United Kingdom,P9,Truck,2025-02,4,Medium,0.99
LANE-003011,China,P4,Ocean,2026-07,30,Low,0.77
LANE-012884,France,P9,Rail,2026-02,13,Medium,0.8
LANE-001156,Mexico,P4,Ocean,2025-12,28,Low,0.82
LANE-016032,United Kingdom,P1,Rail,2026-04,12,High,1.1
LANE-016169,United Kingdom,P3,Truck,2026-09,4,Low,0.98
LANE-015265,Thailand,P4,Truck,2026-07,4,Low,0.86
LANE-011971,Canada,P10,Truck,2025-03,5,Medium,1.06
LANE-006561,Japan,P1,Air,2025-05,2,High,3.72
LANE-016940,United Kingdom,P12,Rail,2026-10,9,Medium,0.67
LANE-003764,India,P2,Ocean,2025-02,29,Low,0.78
LANE-010467,Vietnam,P2,Ocean,2026-05,28,Low,0.6
LANE-008033,South Korea,P8,Truck,2025-03,4,High,1.01
LANE-011294,Canada,P1,Ocean,2025-08,26,Low,0.79
LANE-004573,Poland,P1,Truck,2026-07,4,Medium,1.37
LANE-016699,United Kingdom,P9,Ocean,2025-01,34,High,0.47
LANE-009498,Turkey,P2,Rail,2026-04,9,Medium,0.7
LANE-013974,Spain,P11,Ocean,2025-04,27,Low,
LANE-002511,Germany,P10,Ocean,2025-03,25,Low,0.64
LANE-002762,China,P1,Ocean,2025-12,38,Low,0.5
LANE-011374,Canada,P2,Ocean,2026-10,27,Medium,0.7
LANE-015046,Czech Republic,P12,Air,2026-08,2,Low,2.14
LANE-006009,Brazil,P7,Truck,2025-03,2,Low,0.94
LANE-016931,United Kingdom,P12,Rail,2026-01,11,Medium,0.94
LANE-013534,Spain,P6,Truck,2025-04,5,Low,1.3
LANE-005332,Poland,P11,Truck,2025-08,5,Low,1.05
LANE-005368,Poland,P11,Rail,2026-10,10,High,
LANE-003665,India,P1,Rail,2026-01,13,Medium,1.27
LANE-002257,Germany,P7,Truck,2026-01,4,High,
LANE-002077,Germany,P4,Rail,2025-09,12,Low,0.71
LANE-009536,Turkey,P2,Air,2025-10,3,Medium,
LANE-010363,Vietnam,P1,Ocean,2025-01,25,Low,0.47
LANE-007331,Japan,P11,Truck,2025-05,4,Low,0.9
LANE-002867,China,P3,Truck,2025-07,3,High,1.2
LANE-007415,Japan,P12,Rail,2025-01,10,Medium,1.14
LANE-009691,Turkey,P4,Ocean,2025-11,27,Medium,0.83
LANE-005116,Poland,P7,Air,2025-12,3,Low,2.21
LANE-001824,Mexico,P12,Ocean,2026-08,27,High,0.83
LANE-012714,France,P7,Rail,2026-08,8,Low,0.96
LANE-007111,Japan,P8,Rail,2025-05,11,Low,0.95
LANE-016484,United Kingdom,P7,Truck,2025-06,5,Medium,1.48
LANE-015873,Thailand,P11,Ocean,2025-11,24,High,0.63
LANE-005858,Brazil,P5,Rail,2025-06,11,Medium,0.71
LANE-015158,Thailand,P2,Rail,2026-10,9,Low,0.8
LANE-012474,France,P3,Air,2026-10,2,Medium,2.54
LANE-004699,Poland,P2,Air,2026-01,3,Low,3.75
LANE-004329,India,P10,Truck,2026-05,5,Medium,1.34
LANE-010366,Vietnam,P1,Ocean,2025-04,33,Low,0.78
LANE-015413,Thailand,P6,Truck,2026-01,3,Low,1.41
LANE-011119,Vietnam,P11,Rail,2025-09,14,Low,0.82
LANE-005385,Poland,P11,Ocean,2026-05,31,Medium,0.55
LANE-009649,Turkey,P4,Truck,2026-01,4,Low,1.3
LANE-012308,France,P1,Air,2025-10,2,Medium,3.4
LANE-002888,China,P3,Rail,2025-06,14,Medium,0.7
LANE-016633,United Kingdom,P8,Air,2025-01,3,Low,3.94
LANE-013536,Spain,P6,Truck,2025-06,5,Low,
LANE-004622,Poland,P2,Truck,2025-02,3,Low,1.44
LANE-011688,Canada,P6,Ocean,2025-06,32,Low,0.68
LANE-004036,India,P6,Rail,2025-10,12,Medium,1.2
LANE-001910,Germany,P1,Air,2026-06,2,High,3.09
LANE-004770,Poland,P3,Ocean,2026-06,28,Medium,0.64
LANE-007752,South Korea,P4,Ocean,2025-08,33,Medium,0.49
LANE-011815,Canada,P8,Rail,2025-01,11,Low,1.15
LANE-004830,Poland,P4,Rail,2025-12,11,Low,0.91
LANE-011782,Canada,P7,Ocean,2025-12,25,Low,0.69
LANE-015104,Thailand,P1,Ocean,2025-12,27,High,0.8
LANE-003228,China,P7,Truck,2026-04,4,Low,1.08
LANE-001759,Mexico,P11,Air,2026-09,2,Low,3.5
LANE-010718,Vietnam,P6,Truck,2025-04,5,Low,0.87
LANE-008768,Italy,P4,Ocean,2025-12,23,Low,0.7
LANE-004663,Poland,P2,Rail,2026-09,13,Low,1.07
LANE-002405,Germany,P9,Truck,2025-07,4,Medium,0.87
LANE-015944,Thailand,P12,Rail,2026-04,13,Medium,0.71
LANE-016069,United Kingdom,P1,Air,2025-09,2,Low,3.24
LANE-008422,South Korea,P12,Rail,2026-06,13,Low,1.14
LANE-014347,Czech Republic,P4,Rail,2025-03,12,Medium,1.18
LANE-001213,Mexico,P5,Ocean,2025-03,28,Low,0.84
LANE-001782,Mexico,P12,Truck,2026-10,5,High,1.49
LANE-013913,Spain,P10,Ocean,2025-09,27,Low,0.87
LANE-006919,Japan,P6,Truck,2025-11,4,Low,1.05
LANE-005971,Brazil,P6,Ocean,2025-09,33,Low,0.6
LANE-015586,Thailand,P8,Truck,2025-10,4,Low,1.19
LANE-016370,United Kingdom,P5,Ocean,2025-02,29,Low,0.63
LANE-000987,Mexico,P2,Rail,2026-07,14,Low,
LANE-010676,Vietnam,P5,Ocean,2025-06,20,Medium,0.66
LANE-011576,Canada,P5,Rail,2025-04,11,Low,0.86
LANE-016479,United Kingdom,P7,Truck,2025-01,6,Medium,0.85
LANE-015792,Thailand,P10,Rail,2026-06,11,High,1.07
LANE-007600,South Korea,P2,Ocean,2025-10,31,Low,0.86
LANE-009820,Turkey,P6,Rail,2025-08,12,Low,0.86
LANE-011010,Vietnam,P10,Truck,2025-10,5,Medium,1.58
LANE-009457,Turkey,P1,Air,2026-07,2,High,4.13
LANE-003366,China,P8,Air,2026-10,1,Low,3.84
LANE-004481,India,P12,Truck,2026-03,3,Medium,0.96
LANE-012759,France,P7,Air,2026-09,2,High,3.35
LANE-005098,Poland,P7,Ocean,2026-04,27,Low,0.75
LANE-012693,France,P7,Truck,2026-09,4,Medium,1.43
LANE-000221,United States,P4,Rail,2025-01,12,Low,1.19
LANE-014496,Czech Republic,P6,Truck,2026-08,4,Low,0.9
LANE-013896,Spain,P10,Rail,2026-02,13,Low,1.23
LANE-007553,South Korea,P2,Truck,2025-07,5,Low,1.35
LANE-014850,Czech Republic,P10,Rail,2026-10,10,Low,1.02
LANE-006333,Brazil,P10,Air,2026-07,2,Low,2.42
LANE-016926,United Kingdom,P12,Rail,2025-08,14,Medium,0.92
LANE-009021,Italy,P7,Air,2025-01,3,Medium,2.52
LANE-008845,Italy,P5,Air,2025-01,2,Low,2.58
LANE-007354,Japan,P11,Rail,2025-06,8,High,1.07
LANE-001634,Mexico,P10,Ocean,2025-06,20,Low,0.82
LANE-016454,United Kingdom,P6,Rail,2026-08,13,Low,1.04
LANE-011247,Canada,P1,Truck,2025-05,4,Low,1.18
LANE-014243,Czech Republic,P2,Air,2025-09,3,High,2.47
LANE-004665,Poland,P2,Ocean,2025-01,28,Low,0.76
LANE-005823,Brazil,P4,Ocean,2026-03,27,Medium,0.78
LANE-013963,Spain,P11,Rail,2026-03,13,High,0.74
LANE-002348,Germany,P8,Rail,2026-04,11,Low,1.16
LANE-013228,Spain,P2,Rail,2025-06,9,Medium,1.11
LANE-004879,Poland,P4,Air,2026-05,3,Medium,2.37
LANE-006253,Brazil,P10,Truck,2025-05,4,Low,0.83
LANE-002227,Germany,P6,Ocean,2025-05,22,High,0.69
LANE-015918,Thailand,P12,Truck,2025-12,5,High,0.87
LANE-006243,Brazil,P9,Air,2026-05,3,Low,2.2
LANE-014820,Czech Republic,P10,Truck,2026-02,4,Low,0.96
LANE-004196,India,P8,Truck,2026-04,4,Low,1.16
LANE-010902,Vietnam,P8,Rail,2025-12,13,Low,0.86
LANE-005158,Poland,P8,Rail,2025-10,10,Low,0.67
LANE-000805,United States,P12,Truck,2026-01,5,Medium,1.17
LANE-007463,Japan,P12,Air,2025-05,2,Medium,3.81
LANE-006051,Brazil,P7,Air,2025-01,1,High,3.83
LANE-008239,South Korea,P10,Rail,2025-11,12,Low,1.15
LANE-000837,United States,P12,Ocean,2025-01,29,Low,0.85
LANE-008459,South Korea,P12,Air,2025-11,2,Medium,2.99
LANE-005054,Poland,P7,Truck,2026-04,4,Low,1.06
LANE-012366,France,P2,Ocean,2025-02,35,Medium,
LANE-002580,Germany,P11,Ocean,2025-06,24,Low,0.7
LANE-003844,India,P3,Ocean,2026-04,30,Low,0.61
LANE-000379,United States,P6,Rail,2025-05,13,Medium,0.67
LANE-009047,Italy,P8,Truck,2025-05,4,Low,0.95
LANE-007634,South Korea,P2,Air,2026-10,2,Medium,2.24
LANE-016736,United Kingdom,P9,Air,2026-04,2,Medium,3.78
LANE-014440,Czech Republic,P5,Ocean,2025-08,34,High,0.84
LANE-016557,United Kingdom,P7,Air,2026-01,3,Medium,3.78
LANE-015405,Thailand,P6,Truck,2025-05,5,Low,1.3
LANE-012379,France,P2,Ocean,2026-03,25,Medium,
LANE-014952,Czech Republic,P11,Ocean,2026-02,28,Medium,0.74
LANE-007472,Japan,P12,Air,2026-02,2,Medium,3.14
LANE-011020,Vietnam,P10,Truck,2026-08,5,Medium,1.56
LANE-009366,Italy,P12,Ocean,2026-04,22,Low,0.46
LANE-006203,Brazil,P9,Rail,2026-09,14,Medium,0.78
LANE-011602,Canada,P5,Ocean,2025-08,27,Low,
LANE-008027,South Korea,P7,Ocean,2026-07,22,Low,0.62
LANE-010399,Vietnam,P1,Air,2026-03,2,Medium,4.01
LANE-016984,United Kingdom,P12,Air,2026-10,4,Low,
LANE-007451,Japan,P12,Ocean,2026-03,25,Low,0.72
LANE-015076,Thailand,P1,Rail,2025-06,12,Low,1.15
LANE-011699,Canada,P6,Ocean,2026-05,25,Low,0.49
LANE-011064,Vietnam,P10,Ocean,2026-08,24,Medium,
LANE-004409,India,P11,Truck,2025-09,4,High,1.1
LANE-015740,Thailand,P9,Air,2025-10,3,Low,3.8
LANE-012563,France,P5,Rail,2025-01,13,Medium,1.12
LANE-001324,Mexico,P6,Air,2025-04,3,Low,3.81
LANE-002160,Germany,P5,Air,2025-04,1,Low,2.84
LANE-016038,United Kingdom,P1,Rail,2026-10,10,High,1.11
LANE-005645,Brazil,P2,Ocean,2026-01,29,Low,0.76
LANE-007445,Japan,P12,Ocean,2025-09,31,Low,0.59
LANE-014539,Czech Republic,P6,Ocean,2026-07,32,Medium,0.51
LANE-006364,Brazil,P11,Rail,2025-06,15,Low,1.18
LANE-007602,South Korea,P2,Ocean,2025-12,28,Low,0.46
LANE-007999,South Korea,P7,Rail,2026-01,14,Low,1.15
LANE-004642,Poland,P2,Truck,2026-10,3,Low,1.02
LANE-013604,Spain,P6,Air,2025-08,3,Medium,3.25
LANE-003895,India,P4,Ocean,2025-01,22,Low,0.68
LANE-004643,Poland,P2,Rail,2025-01,8,Low,1.1
LANE-003039,China,P5,Truck,2025-03,5,Low,1.24
LANE-003362,China,P8,Air,2026-06,1,Low,2.99
LANE-015074,Thailand,P1,Rail,2025-04,11,Low,0.72
LANE-004454,India,P11,Ocean,2025-10,28,Low,0.73
LANE-002801,China,P2,Rail,2025-07,12,Low,1.1
LANE-009372,Italy,P12,Ocean,2026-10,25,Low,0.61
LANE-002232,Germany,P6,Ocean,2025-10,29,High,0.52
LANE-012409,France,P3,Rail,2025-01,13,High,0.76
LANE-004496,India,P12,Rail,2025-08,9,Medium,1.03
LANE-012376,France,P2,Ocean,2025-12,22,Medium,0.85
LANE-004677,Poland,P2,Ocean,2026-01,27,Low,0.67
LANE-016053,United Kingdom,P1,Ocean,2026-03,25,Low,0.74
LANE-016442,United Kingdom,P6,Rail,2025-08,9,Low,0.69
LANE-014379,Czech Republic,P4,Ocean,2026-01,25,High,0.62
LANE-008634,Italy,P3,Truck,2025-10,5,Low,1.39
LANE-013770,Spain,P8,Air,2026-08,3,Low,3.37
LANE-011243,Canada,P1,Truck,2025-01,5,Low,0.88
LANE-009038,Italy,P7,Air,2026-06,2,Medium,2.31
LANE-015308,Thailand,P4,Ocean,2026-06,31,Low,0.69
LANE-000410,United States,P6,Ocean,2026-02,25,Low,0.8
LANE-013828,Spain,P9,Ocean,2025-12,26,Medium,0.77
LANE-001704,Mexico,P11,Rail,2025-10,14,Medium,0.97
LANE-005753,Brazil,P3,Air,2025-11,3,Medium,3.32
LANE-001448,Mexico,P8,Rail,2026-06,13,Low,1.09
LANE-010124,Turkey,P10,Ocean,2025-04,27,Medium,0.69
LANE-005100,Poland,P7,Ocean,2026-06,36,Low,0.72
LANE-013906,Spain,P10,Ocean,2025-02,33,Low,0.74
LANE-004842,Poland,P4,Ocean,2025-02,21,Medium,0.69
LANE-004915,Poland,P5,Rail,2025-09,13,Medium,1.22
LANE-008052,South Korea,P8,Truck,2026-10,4,High,1.27
LANE-003537,China,P11,Rail,2026-05,11,Medium,0.75
LANE-004886,Poland,P5,Truck,2025-02,2,High,0.92
LANE-011028,Vietnam,P10,Rail,2025-06,13,Medium,0.66
LANE-015400,Thailand,P5,Ocean,2026-10,29,Medium,0.58
LANE-002461,Germany,P9,Ocean,2026-07,22,Low,0.81
LANE-015110,Thailand,P1,Ocean,2026-06,29,High,0.56
LANE-008002,South Korea,P7,Rail,2026-04,7,Low,1.18
LANE-011221,Vietnam,P12,Ocean,2025-01,27,Low,0.48
LANE-003059,China,P5,Rail,2025-01,10,Low,0.92
LANE-006062,Brazil,P7,Air,2025-12,1,High,3.96
LANE-004398,India,P10,Air,2026-08,1,Medium,2.14
LANE-008072,South Korea,P8,Rail,2026-08,10,High,1.07
LANE-012662,France,P6,Ocean,2025-12,29,Medium,0.56
LANE-004756,Poland,P3,Ocean,2025-04,28,Medium,0.63
LANE-006555,Japan,P1,Ocean,2026-09,28,Low,0.54
LANE-011558,Canada,P5,Truck,2025-08,4,High,0.82
LANE-005659,Brazil,P2,Air,2025-05,3,Low,2.99
LANE-000701,United States,P10,Truck,2026-07,5,Low,
LANE-001096,Mexico,P3,Ocean,2026-06,36,Medium,0.75
LANE-003951,India,P5,Rail,2026-01,12,Medium,0.88
LANE-014074,Spain,P12,Air,2026-04,2,Medium,2.69
LANE-012518,France,P4,Rail,2026-10,9,Low,0.93
LANE-002817,China,P2,Ocean,2025-01,28,Low,0.59
LANE-001700,Mexico,P11,Rail,2025-06,13,Medium,1.26
LANE-006816,Japan,P4,Air,2026-06,3,Low,2.47
LANE-006122,Brazil,P8,Ocean,2025-06,26,Low,0.53
LANE-011721,Canada,P6,Air,2026-05,3,Low,2.29
LANE-002994,China,P4,Ocean,2025-02,28,Low,0.72
LANE-015774,Thailand,P10,Truck,2026-10,4,Low,1.04
LANE-014832,Czech Republic,P10,Rail,2025-04,9,Low,1.11
LANE-000946,Mexico,P1,Ocean,2026-10,26,Medium,0.79
LANE-012934,France,P9,Air,2026-08,3,Medium,2.19
LANE-007909,South Korea,P6,Rail,2025-11,16,Low,0.75
LANE-016148,United Kingdom,P2,Ocean,2026-10,25,Low,0.76
LANE-010622,Vietnam,P4,Air,2026-06,3,Medium,3.9
